Player_id,Player,Country,Image,Description,Batting Style,Bowling Style,Playing Role,Flags
213,George Munsey,Scotland,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/320300/320365.png",Scottish batsman with a reputation for powerful hitting and consistent performance in T20 cricket.,Left-hand bat,-,Batter,https://i.postimg.cc/R0WrjP5R/scotland.png
218,Mark Watt,Scotland,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/320300/320372.png",Scottish left-arm spinner who is effective in limited-overs cricket and provides key breakthroughs.,Right-hand bat,Left-arm orthodox,Bowler,https://i.postimg.cc/R0WrjP5R/scotland.png
235,Kagiso Rabada,South Africa,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/320300/320376.png","South African fast bowler recognized for his pace, swing, and ability to take wickets in all formats.",Right-hand bat,Right-arm fast,Bowler,https://i.postimg.cc/4yYM7ywT/SA.png
204,Chad Soper,Papua New Guinea,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321100/321137.png",Papua New Guinean fast bowler known for his pace and impact in limited-overs cricket.,Right-hand bat,Right-arm medium,All-rounder,https://i.postimg.cc/sDM24J1p/papua.png
200,Charles Amini,Papua New Guinea,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321100/321138.png","Papua New Guinean cricketer, effective with both bat and ball.",Right-hand bat,Right-arm legbreak,All-rounder,https://i.postimg.cc/sDM24J1p/papua.png
199,Lega Siaka,Papua New Guinea,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321100/321151.png",Papua New Guinean all-rounder known for his performances in both batting and bowling.,Right-hand bat,Right-arm offbreak,Batter,https://i.postimg.cc/sDM24J1p/papua.png
203,Norman Vanua,Papua New Guinea,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321100/321154.png",Papua New Guinean all-rounder with impact in both batting and bowling.,Right-hand bat,Right-arm medium,All-rounder,https://i.postimg.cc/sDM24J1p/papua.png
198,Tony Ura,Papua New Guinea,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321100/321161.png",Papua New Guinean batsman with aggressive playing style and match-winning potential.,Right-hand bat,-,Batter,https://i.postimg.cc/sDM24J1p/papua.png
63,Dilon Heyliger,Canada,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321200/321263.png",Canadian fast bowler known for his pace and ability to provide breakthroughs in domestic cricket.,Right-hand bat,Right-arm fast-medium,All-rounder,https://i.postimg.cc/8cPScTfR/canada.png
66,Jeremy Gordon,Canada,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321200/321273.png",Canadian fast bowler known for his pace and effectiveness in domestic matches.,Right-hand bat,Right-arm fast-medium,Bowler,https://i.postimg.cc/8cPScTfR/canada.png
67,Junaid Siddiqui,Canada,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321200/321277.png","Canadian cricketer recognized for his contributions in domestic cricket, particularly as a batsman.",Right-hand bat,Right-arm leg break,Bowler,https://i.postimg.cc/8cPScTfR/canada.png
70,Navneet Dhaliwal,Canada,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321200/321280.png",Canadian batsman known for his reliable performances and solid technique.,Right-hand bat,Right-arm medium,Top-order batsman,https://i.postimg.cc/8cPScTfR/canada.png
334,Nikhil Dutta,Canada,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321200/321281.png",Canadian cricketer known for his all-round abilities and contributions in various formats.,Right-hand bat,Right-arm off-spin,All-rounder,https://i.postimg.cc/8cPScTfR/canada.png
61,Saad Bin Zafar ,Canada,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321200/321289.png",Canadian all-rounder known for his contributions with both bat and ball in domestic and international cricket.,Left-hand bat,Left-arm orthodox,All-rounder,https://i.postimg.cc/8cPScTfR/canada.png
45,Adam Zampa,Australia,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321500/321549.png",Australian leg-spinner known for his variations and impact in T20 cricket.,Right-hand bat,Right-arm leg-break,Spin bowler,https://i.postimg.cc/wTkdJyQh/australia.png
32,Ashton Agar,Australia,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321500/321559.png",Australian all-rounder recognized for his left-arm spin bowling and handy lower-order batting.,Left-hand bat,Left-arm orthodox,All-rounder,https://i.postimg.cc/wTkdJyQh/australia.png
36,Cameron Green,Australia,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321500/321569.png",Australian all-rounder known for his powerful batting and effective fast bowling.,Right-hand bat,Right-arm fast-medium,All-rounder,https://i.postimg.cc/wTkdJyQh/australia.png
38,Travis Head,Australia,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321500/321584.png",Australian top-order batsman known for his aggressive style and impact in limited-overs formats.,Left-hand bat,Right-arm off-break,Batter,https://i.postimg.cc/wTkdJyQh/australia.png
42,Marcus Stoinis,Australia,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321500/321596.png",Australian all-rounder recognized for his powerful batting and effective medium pace bowling.,Right-hand bat,Right-arm medium,All-rounder,https://i.postimg.cc/wTkdJyQh/australia.png
230,Aiden Markram,South Africa,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322000/322067.png",South African all-rounder known for his stylish batting and useful off-spin bowling.,Right-hand bat,Right-arm offbreak,Batter,https://i.postimg.cc/4yYM7ywT/SA.png
237,Tabraiz Shamsi,South Africa,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322000/322068.png",South African leg-spinner with a reputation for his variations and impact in limited-overs cricket.,Right-hand bat,Left-arm wrist spin,Bowler,https://i.postimg.cc/4yYM7ywT/SA.png
238,Reeza Hendricks,South Africa,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322000/322071.png",South African top-order batsman known for his consistency and ability to anchor innings.,Right-hand bat,-,Batter,https://i.postimg.cc/4yYM7ywT/SA.png
234,Keshav Maharaj,South Africa,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322000/322072.png",South African left-arm spinner and all-rounder known for his control with the ball and useful lower-order batting.,Left-hand bat,Left-arm orthodox,Bowler,https://i.postimg.cc/4yYM7ywT/SA.png
232,Heinrich Klaasen,South Africa,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322000/322073.png",South African wicketkeeper-batsman known for his aggressive batting and impact in limited-overs cricket.,Right-hand bat,-,Wicketkeeper,https://i.postimg.cc/4yYM7ywT/SA.png
236,Anrich Nortje,South Africa,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322000/322080.png",South African pace bowler known for his express speed and ability to deliver match-winning spells.,Right-hand bat,Right-arm fast,Bowler,https://i.postimg.cc/4yYM7ywT/SA.png
339,Brad Wheal,Scotland,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322400/322436.png",Scottish fast bowler recognized for his pace and ability to provide breakthroughs in limited-overs cricket.,Right-hand bat,Right-arm fast medium,Bowler,https://i.postimg.cc/R0WrjP5R/scotland.png
338,Chris Sole,Scotland,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322400/322438.png",Scottish cricketer known for his right-arm medium-fast bowling and contributions in various domestic formats.,Right-hand bat,Right-arm fast medium,Bowler,https://i.postimg.cc/R0WrjP5R/scotland.png
240,Bjorn Fortuin,South Africa,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322400/322461.png",South African all-rounder with effective left-arm spin and useful contributions with the bat.,Left-hand bat,Left-arm orthodox,Bowler,https://i.postimg.cc/4yYM7ywT/SA.png
46,Najmul Hossain Shanto ,Bangladesh,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/323100/323155.png",Bangladeshi top-order batsman recognized for his solid technique and contributions in various formats.,Left-hand bat,-,Batsman,https://i.postimg.cc/jqFx2JvC/bangladesh.png
59,Shoriful Islam,Bangladesh,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/323100/323175.png",Bangladeshi fast bowler with a reputation for his pace and effectiveness in various formats.,Left-hand bat,Left-arm fast-medium,Bowler,https://i.postimg.cc/jqFx2JvC/bangladesh.png
39,Josh Inglis,Australia,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/324200/324232.png",Australian wicketkeeper-batsman recognized for his solid batting and key innings in domestic and international matches.,Right-hand bat,-,Wicketkeeper-batter,https://i.postimg.cc/wTkdJyQh/australia.png
35,Nathan Ellis,Australia,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/329700/329711.png",Australian fast bowler with a reputation for his pace and effectiveness in the T20 format.,Right-hand bat,Right-arm fast-medium,Pace bowler,https://i.postimg.cc/wTkdJyQh/australia.png
216,Chris Greaves,Scotland,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/329700/329745.png","Scottish player known for his all-round abilities, providing crucial contributions with both bat and ball.",Right-hand bat,Right-arm legbreak,All-rounder,https://i.postimg.cc/R0WrjP5R/scotland.png
318,Kila Vagi Morea,Papua New Guinea,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/329700/329753.png",Papua New Guinean player known for his impact in multiple roles.,Right-hand bat,Right-Arm Medium,Bowler,https://i.postimg.cc/sDM24J1p/papua.png
211,Jack Gardner,Papua New Guinea,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/331100/331172.png",Emerging cricketer from Papua New Guinea with potential in all formats.,Right-hand bat,Right-arm medium,Bowler,https://i.postimg.cc/sDM24J1p/papua.png
74,Rayyankhan Pathan,Canada,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/335000/335066.png",Canadian cricketer known for his solid performances and contributions in domestic matches.,Right-hand bat,Right-arm medium,Batsman,https://i.postimg.cc/8cPScTfR/canada.png
34,Tim David,Australia,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/340300/340305.png",Australian middle-order batsman known for his explosive hitting and impact in T20 formats.,Right-hand bat,Right-arm off-break,Batter,https://i.postimg.cc/wTkdJyQh/australia.png
322,Terrell Stubbs,South Africa,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/348500/348577.png","South African cricketer with promising performances in domestic cricket, known for his potential as an all-rounder.",Right-hand bat,Right-Arm Fast,Bowler,https://i.postimg.cc/4yYM7ywT/SA.png
54,Jaker Ali Anik ,Bangladesh,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/349300/349343.png",Bangladeshi cricketer with promising performances and potential as an all-rounder.,Right-hand bat,-,Wicketkeeper-batsman,https://i.postimg.cc/jqFx2JvC/bangladesh.png
233,Marco Jansen,South Africa,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/366300/366302.png",South African left-arm fast bowler and all-rounder with potential in both domestic and international cricket.,Left-hand bat,Left-arm fast,All-rounder,https://i.postimg.cc/4yYM7ywT/SA.png
65,Harsh Thaker,Canada,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/366400/366411.png",Canadian cricketer with promising performances and potential in domestic cricket.,Right-hand bat,Right-arm off break,All-rounder,https://i.postimg.cc/8cPScTfR/canada.png
52,Tawhid Hridoy,Bangladesh,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/380200/380236.png",Bangladeshi top-order batsman known for his solid performances and potential in domestic and international cricket.,Right-hand bat,Right-arm off break,Batsman,https://i.postimg.cc/jqFx2JvC/bangladesh.png
56,Mahedi Hasan,Bangladesh,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/380200/380237.png",Bangladeshi off-spinner known for his control and impact in limited-overs formats.,Right-hand bat,Right-arm off break,All-rounder,https://i.postimg.cc/jqFx2JvC/bangladesh.png
57,Rishad Hossain,Bangladesh,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/382800/382809.png",Bangladeshi cricketer with potential and contributions in domestic cricket.,Right-hand bat,Right-arm leg break,Bowler,https://i.postimg.cc/jqFx2JvC/bangladesh.png
53,Mahmudullah Riyad,Bangladesh,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/382800/382810.png",Bangladeshi all-rounder known for his reliable batting and useful off-spin bowling in various formats.,Right-hand bat,Right-arm off break,All-rounder,https://i.postimg.cc/jqFx2JvC/bangladesh.png
60,Tanzim Hasan Sakib,Bangladesh,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/382800/382811.png",Bangladeshi cricketer known for his potential and promising performances in domestic cricket.,Right-hand bat,Right-arm fast-medium,Bowler,https://i.postimg.cc/jqFx2JvC/bangladesh.png
22,Mohammad Nabi,Afghanistan,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/383200/383215.png",Afghan all-rounder renowned for his off-spin bowling and dynamic lower-order batting in T20 formats.,Right-hand bat,Right-arm off break,All-rounder,https://i.postimg.cc/pdTcmysX/afghanistan.png
18,Mohammad Ishaq ,Afghanistan,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/383200/383224.png","Afghan cricketer with contributions as a fast bowler, known for his pace and effectiveness in limited-overs cricket.",Right-hand bat,-,Wicketkeeper-batsman,https://i.postimg.cc/pdTcmysX/afghanistan.png
19,Ibrahim Zadran,Afghanistan,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/383200/383225.png",Afghan top-order batsman recognized for his solid technique and promising performances in domestic and international matches.,Right-hand bat,-,Batsman,https://i.postimg.cc/pdTcmysX/afghanistan.png
21,Najibullah Zadran,Afghanistan,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/383200/383226.png",Afghan batsman known for his explosive hitting and crucial innings in limited-overs cricket.,Left-hand bat,-,Batsman,https://i.postimg.cc/pdTcmysX/afghanistan.png
16,Rashid Khan ,Afghanistan,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/383200/383228.png",Afghan leg-spinner renowned for his exceptional T20 performances and ability to take wickets with his variations.,Right-hand bat,Right-arm leg break,Bowler,https://i.postimg.cc/pdTcmysX/afghanistan.png
20,Azmatullah Omarzai,Afghanistan,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/383200/383229.png",Afghan all-rounder known for his useful contributions with both bat and ball in various formats.,Right-hand bat,Right-arm medium-fast,All-rounder,https://i.postimg.cc/pdTcmysX/afghanistan.png
23,Gulbadin Naib,Afghanistan,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/383200/383231.png",Afghan all-rounder known for his handy medium pace and useful batting lower down the order.,Right-hand bat,Right-arm medium-fast,All-rounder,https://i.postimg.cc/pdTcmysX/afghanistan.png
24,Karim Janat,Afghanistan,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/383200/383232.png",Afghan all-rounder recognized for his aggressive batting and effective medium pace bowling.,Right-hand bat,Right-arm medium-fast,All-rounder,https://i.postimg.cc/pdTcmysX/afghanistan.png
25,Nangyal Kharoti,Afghanistan,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/383200/383234.png",Afghan cricketer with promising performances and potential in domestic and international cricket.,Right-hand bat,Left-arm orthodox,Bowler,https://i.postimg.cc/pdTcmysX/afghanistan.png
30,Fareed Ahmad,Afghanistan,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/383200/383235.png",Afghan cricketer known for his fast bowling and contributions in various formats.,Right-hand bat,Left-arm fast-medium,Bowler,https://i.postimg.cc/pdTcmysX/afghanistan.png
29,Fazalhaq Farooqi,Afghanistan,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/383200/383236.png",Afghan fast bowler known for his pace and ability to provide breakthroughs in limited-overs cricket.,Right-hand bat,Left-arm fast-medium,Bowler,https://i.postimg.cc/pdTcmysX/afghanistan.png
17,Rahmanullah Gurbaz ,Afghanistan,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/383200/383237.png",Afghan wicketkeeper-batsman known for his aggressive batting and match-winning innings in T20 formats.,Right-hand bat,-,Wicketkeeper-batsman,https://i.postimg.cc/pdTcmysX/afghanistan.png
28,Naveen-ul-Haq,Afghanistan,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/383200/383238.png",Afghan fast bowler recognized for his pace and effectiveness in the T20 format.,Right-hand bat,Right-arm fast-medium,Bowler,https://i.postimg.cc/pdTcmysX/afghanistan.png
27,Noor Ahmad,Afghanistan,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/383200/383239.png",Afghan left-arm spinner known for his impactful performances in domestic and international limited-overs formats.,Right-hand bat,Left-arm orthodox,Bowler,https://i.postimg.cc/pdTcmysX/afghanistan.png
26,Mujeeb Ur Rahman,Afghanistan,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/383200/383240.png",Afghan leg-spinner known for his variations and effectiveness in T20 cricket.,Right-hand bat,Right-arm off break,Bowler,https://i.postimg.cc/pdTcmysX/afghanistan.png
257,Brian Masaba,Uganda,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/172900/172913.1.jpg","Ugandan cricketer known for his all-round abilities, contributing with both bat and ball in domestic cricket.",Right-hand bat,Right-arm medium,All-rounder,https://i.postimg.cc/fLYPNpHx/uganda.png
266,Henry Ssenyondo,Uganda,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/172900/172921.1.jpg","Ugandan cricketer recognized for his contributions with both bat and ball, making an impact in domestic cricket.",Left-hand bat,Left-arm orthodox,Bowler,https://i.postimg.cc/fLYPNpHx/uganda.png
259,Roger Mukasa,Uganda,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/172900/172923.1.jpg",Ugandan top-order batsman recognized for his solid performances and reliability in limited-overs formats.,Right-hand bat,Right-arm offbreak,Batsman,https://i.postimg.cc/fLYPNpHx/uganda.png
265,Frank Nsubuga,Uganda,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/172900/172987.1.jpg",Ugandan spinner known for his effective off-spin and key role in the team’s bowling attack.,Right-hand bat,Right-arm offbreak,All-rounder,https://i.postimg.cc/fLYPNpHx/uganda.png
269,Riazat Ali Shah,Uganda,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/275800/275801.1.jpg","Kenyan all-rounder known for his versatile skills in batting and bowling, contributing significantly in limited-overs formats.",Right-hand bat,Right-arm medium,All-rounder,https://i.postimg.cc/fLYPNpHx/uganda.png
267,Bilal Hassun,Uganda,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/275800/275802.1.jpg","Ugandan all-rounder known for his balanced skills in both batting and bowling, adding depth to the team.",Right-hand bat,Right-arm medium-fast,Bowler,https://i.postimg.cc/fLYPNpHx/uganda.png
263,Kenneth Waiswa,Uganda,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/275800/275803.1.jpg",Ugandan all-rounder who provides valuable contributions in both batting and bowling departments.,Right-hand bat,Right-arm medium,All-rounder,https://i.postimg.cc/fLYPNpHx/uganda.png
258,Simon Ssesazi,Uganda,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/275800/275805.1.jpg",Ugandan all-rounder who has made contributions in both batting and bowling roles in domestic matches.,Left-hand bat,Right-arm offbreak,Batsman,https://i.postimg.cc/fLYPNpHx/uganda.png
262,Fred Achelam,Uganda,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/275800/275806.1.jpg","Ugandan cricketer known for his batting and bowling skills, playing a key role in domestic competitions.",Right-hand bat,-,Wicketkeeper,https://i.postimg.cc/fLYPNpHx/uganda.png
151,Wesley Barresi,Netherlands,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/322400/322483.png",Dutch batsman known for his consistent performances and solid batting technique.,Right-hand bat,-,Wicketkeeper,https://i.postimg.cc/VNRZ6nqh/netherlands.png
170,Ayaan Khan,Oman,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/362400/362498.4.jpg","Omani cricketer, known for his all-round abilities and contributions in various formats.",Left-hand bat,Slow left-arm orthodox,All-rounder,https://i.postimg.cc/DZ7Vp7g9/oman.png
145,Saqib Zulfiqar,Netherlands,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/362800/362801.1.png",Dutch all-rounder known for his skills with both bat and ball.,Left-hand bat,Right-arm legbreak,All-rounder,https://i.postimg.cc/VNRZ6nqh/netherlands.png
50,Tanzid Hasan Tamim,Bangladesh,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/368000/368062.1.png",Bangladeshi cricketer with potential and promising performances in domestic cricket.,Left-hand bat,-,Batsman,https://i.postimg.cc/jqFx2JvC/bangladesh.png
295,Shamar Joseph,West Indies,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/373700/373784.1.png",West Indian cricketer known for his promising performances and potential in domestic and international matches.,Right-hand,Right-arm medium,All-rounder,https://i.postimg.cc/zXpc89Nr/windies.png
261,Dinesh Nakrani,Uganda,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/381600/381663.1.jpg","Ugandan all-rounder who contributes with both bat and ball, providing depth in the team’s performance.",Left-hand bat,Left-arm fast-medium,All-rounder,https://i.postimg.cc/fLYPNpHx/uganda.png
264,Alpesh Ramjani,Uganda,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/381600/381667.6.png","Ugandan cricketer with notable performances in domestic matches, contributing in various roles.",Right-hand bat,Left-arm orthodox,All-rounder,https://i.postimg.cc/fLYPNpHx/uganda.png
260,Cosmas Kyewuta,Uganda,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/381600/381673.4.jpg",Ugandan cricketer known for his pace bowling and crucial role in domestic and international fixtures.,Right-hand bat,Right-arm fast-medium,Bowler,https://i.postimg.cc/fLYPNpHx/uganda.png
268,Robinson Obuya,Uganda,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/381600/381674.3.jpg",Kenyan leg-spinner renowned for his ability to take wickets and his impactful performances in international cricket.,Right-hand bat,Right-arm offbreak,Batsman,https://i.postimg.cc/fLYPNpHx/uganda.png
270,Juma Miyaji,Uganda,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/381600/381675.5.jpg",Kenyan cricketer known for his effective batting and bowling skills in domestic and international cricket.,Left-hand bat,Right-arm fast-medium,Bowler,https://i.postimg.cc/fLYPNpHx/uganda.png
271,Ronak Patel,Uganda,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/381600/381676.4.jpg",Kenyan cricketer with a reputation for his solid performances in both batting and bowling roles.,Right-hand bat,-,Batsman,https://i.postimg.cc/fLYPNpHx/uganda.png
317,Sema Kamea,Papua New Guinea,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/381600/381677.2.jpg",Papua New Guinean all-rounder known for his contributions in various formats.,Right-hand bat,Right-Arm Fast,Bowler,https://i.postimg.cc/sDM24J1p/papua.png
316,Jason Kariko,Papua New Guinea,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/381600/381679.1.jpg",Papua New Guinean cricketer with potential in both batting and bowling.,Right-hand bat,Right-Arm Medium,All-Rounder,https://i.postimg.cc/sDM24J1p/papua.png
55,Tanvir Islam,Bangladesh,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/381600/381682.4.jpg",Bangladeshi left-arm spinner recognized for his effective performances in domestic and international cricket.,Right-hand bat,Left-arm orthodox,Bowler,https://i.postimg.cc/jqFx2JvC/bangladesh.png
340,Ottniel Baartman,South Africa,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/381700/381731.1.jpg",South African fast bowler recognized for his pace and potential in domestic and international cricket.,Right-hand bat,Right-arm fast,Bowler,https://i.postimg.cc/4yYM7ywT/SA.png
111,Jack Brassell,Namibia,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/381700/381732.1.jpg",Namibian cricketer known for his all-round skills and potential in various formats.,Right-hand bat,Right-arm fast-medium,Bowler,https://i.postimg.cc/CMByvrHL/namibia.png
148,Tim Pringle,Netherlands,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/381700/381733.4.jpg",Dutch all-rounder known for his contributions with both bat and ball.,Left-hand bat,Left-arm orthodox,Bowler,https://i.postimg.cc/VNRZ6nqh/netherlands.png
